ax,ay,az,gx,gy,gz,class_label
0.042212,-0.05002,1.009672,-0.595,-0.2625,-0.21,0
0.038796,-0.055144,1.006744,-0.8225,-0.2625,-0.245,0
0.040748,-0.051972,1.006988,-0.8225,-0.175,-0.2275,0
0.042944,-0.0488,1.005036,-0.8225,0.0525,-0.3675,0
0.046604,-0.050508,1.008696,-0.6825,-0.035,-0.2975,0
0.040016,-0.047824,1.007232,-0.735,-0.105,-0.2975,0
0.04026,-0.050996,1.007476,-0.63,-0.2625,-0.245,0
0.041236,-0.05002,1.006256,-0.7,-0.105,-0.3325,0
0.040504,-0.049776,1.00528,-0.63,-0.0875,-0.245,0
0.043188,-0.048312,1.007232,-0.7175,0.0175,-0.28,0
0.042212,-0.050996,1.006744,-0.665,-0.1225,-0.245,0
0.04392,-0.050264,1.004548,-0.7,-0.105,-0.2975,0
0.038064,-0.050996,1.007232,-0.63,-0.1575,-0.2275,0
0.040504,-0.049776,1.0065,-0.6125,-0.0525,-0.315,0
0.041236,-0.051972,1.00772,-0.5775,-0.105,-0.3325,0
0.04148,-0.050508,1.00528,-0.5775,-0.1575,-0.28,0
0.046116,-0.050996,1.00528,-0.6825,-0.0875,-0.1575,0
0.040504,-0.050508,1.006744,-0.6825,-0.0525,-0.2625,0
0.044408,-0.050752,1.008208,-0.6825,-0.105,-0.2975,0
0.040016,-0.05246,1.0065,-0.7175,-0.245,-0.3325,0
0.039528,-0.050752,1.006988,-0.7,-0.1575,-0.2275,0
0.045628,-0.048556,1.006256,-0.7875,-0.0175,-0.35,0
0.040992,-0.0488,1.007476,-0.7875,-0.0525,-0.3325,0
0.042212,-0.049776,1.009184,-0.7525,-0.2275,-0.3325,0
0.040748,-0.05002,1.009916,-0.7875,-0.1575,-0.35,0
0.041968,-0.046604,1.007964,-0.7875,-0.21,-0.28,0
0.043432,-0.050752,1.004304,-0.6475,-0.035,-0.2975,0
0.041968,-0.051484,1.008696,-0.7525,-0.1575,-0.35,0
0.042944,-0.050996,1.010648,-0.7875,-0.07,-0.2975,0
0.040748,-0.051728,1.00894,-0.7175,-0.105,-0.2625,0
0.041236,-0.04758,1.007964,-0.735,-0.0875,-0.2275,0
0.039528,-0.050508,1.006256,-0.805,-0.105,-0.3325,0
0.04636,-0.05124,1.005036,-0.735,0,-0.3325,0
0.043676,-0.051484,1.00772,-0.7,-0.14,-0.4025,0
0.0427,-0.05002,1.008208,-0.6125,-0.0525,-0.28,0
0.041968,-0.049776,1.003328,-0.7525,-0.07,-0.28,0
0.039284,-0.049288,1.005524,-0.595,-0.0175,-0.28,0
0.04148,-0.050996,1.00772,-0.6125,-0.105,-0.28,0
0.039772,-0.051728,1.006988,-0.4375,-0.175,-0.2625,0
0.037332,-0.05124,1.006012,-0.63,-0.105,-0.2625,0
0.044652,-0.050508,1.006256,-0.6475,0.0175,-0.315,0
0.044652,-0.050264,1.006744,-0.665,0.0175,-0.35,0
0.044652,-0.050508,1.004792,-0.49,-0.0525,-0.21,0
0.040748,-0.05002,1.006744,-0.665,-0.1925,-0.21,0
0.041968,-0.05124,1.006012,-0.5425,-0.175,-0.3325,0
0.04148,-0.05002,1.007232,-0.7525,-0.0525,-0.315,0
0.043432,-0.049776,1.00528,-0.63,-0.0525,-0.2625,0
0.043188,-0.050508,1.0065,-0.805,-0.14,-0.28,0
0.04026,-0.0488,1.008208,-0.7,-0.21,-0.315,0
0.041236,-0.050508,1.007964,-0.6825,-0.0875,-0.28,0
0.038796,-0.049044,1.006256,-0.6475,-0.1225,-0.245,0
0.042212,-0.051972,1.004304,-0.7,-0.07,-0.35,0
0.045872,-0.051728,1.005524,-0.63,-0.0525,-0.3325,0
0.04148,-0.052704,1.006988,-0.6825,-0.035,-0.245,0
0.038796,-0.051728,1.005768,-0.5075,-0.1225,-0.2975,0
0.042456,-0.050752,1.005768,-0.49,-0.07,-0.2275,0
0.043188,-0.050264,1.0065,-0.6125,-0.21,-0.245,0
0.040504,-0.05124,1.004304,-0.665,-0.0525,-0.21,0
0.044164,-0.054168,1.0065,-0.6125,-0.0525,-0.2625,0
0.0427,-0.050752,1.003084,-0.5075,-0.035,-0.2275,0
0.04148,-0.049776,1.005768,-0.49,-0.1925,-0.2625,0
0.039284,-0.055876,1.009184,-0.525,-0.1575,-0.245,0
0.037332,-0.0488,1.0065,-0.63,-0.245,-0.2975,0
0.042944,-0.050508,1.005036,-0.7,0,-0.28,0
0.045872,-0.051484,1.00894,-0.665,0.035,-0.315,0
0.047824,-0.05124,1.010404,-0.7,0.0875,-0.2275,0
0.036356,-0.050996,1.00772,-0.665,-0.21,-0.245,0
0.038552,-0.052948,1.007964,-0.7175,-0.245,-0.2275,0
0.038796,-0.053436,1.009184,-0.7175,-0.0875,-0.35,0
0.043188,-0.052948,1.005768,-0.665,-0.1225,-0.2625,0
0.043432,-0.051728,1.007476,-0.7,-0.0875,-0.1925,0
0.040992,-0.049288,1.006744,-0.6825,-0.1225,-0.2975,0
0.04148,-0.048068,1.005768,-0.77,-0.14,-0.28,0
0.041968,-0.049288,1.006744,-0.7175,-0.07,-0.3675,0
0.040504,-0.05124,1.00894,-0.6475,-0.1225,-0.2975,0
0.04026,-0.050264,1.0065,-0.6475,-0.1225,-0.2625,0
0.03904,-0.048312,1.00406,-0.7,-0.0525,-0.3325,0
0.040748,-0.051972,1.005768,-0.63,0.0175,-0.385,0
0.044896,-0.050264,1.005036,-0.5775,0.035,-0.3325,0
0.040504,-0.050264,1.00772,-0.595,-0.0875,-0.35,0
0.039772,-0.049044,1.006988,-0.5775,-0.4025,-0.2275,0
0.039284,-0.048312,1.003816,-0.665,-0.245,-0.28,0
0.04392,-0.053924,1.005036,-0.4725,0.105,-0.2975,0
0.041724,-0.049044,1.005524,-0.63,0.0875,-0.35,0
0.04148,-0.046604,1.00406,-0.5775,0.105,-0.35,0
0.038796,-0.05002,1.004548,-0.5775,-0.1925,-0.35,0
0.038552,-0.05246,1.005768,-0.49,-0.1575,-0.1925,0
0.042212,-0.052704,1.005768,-0.6475,-0.1575,-0.28,0
0.045384,-0.050996,1.008208,-0.525,-0.0525,-0.245,0
0.04148,-0.052216,1.006988,-0.77,-0.14,-0.3325,0
0.042212,-0.051728,1.008696,-0.5775,-0.07,-0.21,0
0.041968,-0.050508,1.006744,-0.7525,-0.0875,-0.2975,0
0.042212,-0.048312,1.005768,-0.7175,0,-0.2975,0
0.040992,-0.052216,1.007232,-0.5075,-0.0525,-0.245,0
0.040504,-0.0488,1.008452,-0.4725,-0.105,-0.28,0
0.041236,-0.05002,1.006256,-0.455,-0.1925,-0.1575,0
0.03904,-0.050752,1.006256,-0.7,-0.1225,-0.28,0
0.04392,-0.050752,1.003084,-0.6825,-0.1225,-0.2275,0
0.041236,-0.050264,1.007964,-0.63,-0.0525,-0.2625,0
0.042944,-0.054168,1.005524,-0.5775,0.0175,-0.2275,0
0.038796,-0.049532,1.005768,-0.665,-0.2275,-0.28,0
0.039528,-0.049776,1.00528,-0.6475,-0.035,-0.2275,0
0.0427,-0.050508,1.006744,-0.91,0,-0.4375,0
0.04514,-0.05002,1.007964,-0.63,-0.035,-0.28,0
0.04148,-0.05002,1.00772,-0.77,-0.175,-0.3325,0
0.040016,-0.045872,1.007476,-0.735,-0.245,-0.3675,0
