ax,ay,az,gx,gy,gz,class_label
0.195688,-0.307196,1.78974,34.37,-15.4525,6.4225,1
-0.08784,-0.227652,1.218292,17.3075,-16.31,4.2,1
0.016348,-0.27572,1.02602,36.19,3.1675,7.5425,1
-0.12444,0.046116,0.993812,-4.8475,4.7775,-1.26,1
-0.20618,0.345016,0.19276,-2.5025,7.1225,0.6125,1
-0.061,0.151768,0.32574,-15.6275,13.0025,-2.905,1
-0.116144,0.218868,0.205204,-25.725,13.545,-4.62,1
0.192028,-0.045628,1.321504,-28.07,11.235,-6.44,1
0.195444,0.059292,1.242204,-20.58,-11.9875,-3.43,1
0.253028,-0.473604,1.610156,19.6875,-15.05,-5.4075,1
0.066368,-0.230092,1.595272,17.9375,-15.19,3.7275,1
0.065392,-0.48678,1.567456,24.2025,-6.02,2.8,1
0.018788,0.001464,1.392996,11.6025,-3.71,4.48,1
-0.130052,-0.0732,1.37006,18.2175,-2.17,3.605,1
-0.204228,0.101504,0.353068,4.9875,14.2275,3.57,1
-0.105164,0.29768,0.271572,-23.9925,15.4875,1.9425,1
0.118584,0.342576,0.275232,-36.47,14.525,-7.42,1
0.051728,0.189344,0.706868,-24.0975,-1.3475,-5.6525,1
0.17568,-0.405284,0.909388,-6.37,-5.7225,-7.21,1
0.248148,-0.325496,0.953552,12.18,-5.915,1.8375,1
0.180316,-0.408944,2.004216,1.015,-14.5075,-0.35,1
0.182268,-0.05368,1.697752,29.1725,-12.18,2.8175,1
-0.047092,-0.255224,1.8849,21.0875,-11.4625,4.3925,1
-0.162016,-0.004636,0.61976,26.4775,11.06,7.5775,1
-0.083204,0.154452,0.598776,17.78,11.27,3.57,1
-0.15128,0.464576,0.454816,-23.31,12.74,-4.165,1
0.016836,0.21838,0.51118,-22.4875,7.91,-5.635,1
-0.016592,-0.088328,0.377468,-27.51,6.4925,-5.81,1
0.067344,-0.270108,0.66368,-6.7375,3.115,-3.22,1
0.297924,-0.183488,1.868552,-14.21,-16.975,-1.68,1
0.204472,-0.304268,1.785836,0.63,-15.2425,-1.89,1
0.250832,-0.224236,1.933944,17.8675,-16.2225,4.27,1
0.006344,-0.281332,1.026264,35.84,3.185,7.6475,1
-0.106628,0.05246,0.999424,18.6025,4.5675,4.9875,1
-0.056608,0.324764,0.823012,-1.89,7.2625,0.665,1
-0.01464,0.14152,0.3294,-14.385,8.3125,-3.08,1
-0.112484,0.385276,0.23424,-10.85,13.2825,-1.7325,1
-0.031964,-0.051972,0.377468,-27.755,10.9025,-6.58,1
-0.135176,-0.079056,0.825452,19.425,8.3475,5.495,1
-0.099796,0.315004,0.656604,31.3425,10.9025,6.5975,1
-0.160308,0.285236,0.63684,-23.415,10.92,-4.235,1
-0.036112,0.381128,0.251808,-16.0475,11.76,-3.675,1
-0.019276,-0.105896,0.403332,-29.7675,7.7875,-5.53,1
-0.000976,-0.119072,0.347456,-11.97,7.945,-2.03,1
0.30622,-0.205448,1.858792,-20.9475,-17.2375,-4.9,1
0.247172,-0.18178,1.696044,-4.06,-16.3625,-0.385,1
0.326228,-0.45384,2.011048,23.8175,-17.3075,3.57,1
-0.019032,-0.157868,1.181204,29.12,0.525,6.055,1
-0.05002,0.001708,1.193648,25.1475,1.5575,4.025,1
-0.059536,0.208864,0.977952,-0.7875,4.445,2.3625,1
-0.074908,0.054168,0.2684,-0.84,5.565,-0.5075,1
-0.167628,0.3233,0.223016,-9.38,14.245,-0.0875,1
-0.060268,0.087108,0.30622,-22.435,13.475,-5.6875,1
0.1952,0.1342,1.1285,-32.095,12.0575,-6.3,1
0.1403,-0.020984,1.260748,-18.55,-10.2375,-4.8125,1
0.214476,-0.342332,1.414468,6.09,-13.195,1.1725,1
0.125904,-0.366976,1.55184,25.3575,-13.3,3.5525,1
0.059292,-0.282308,1.668228,11.3225,-7.9975,2.415,1
0.043432,0.063196,1.436428,22.05,-4.1825,7.0525,1
-0.121512,-0.145424,0.466772,9.6425,-3.2375,2.38,1
-0.201056,0.128588,0.303292,14.9625,14.5075,5.3725,1
-0.109556,0.222284,0.377224,-30.0825,14.7175,-6.825,1
0.037332,0.44042,0.479948,-28.945,15.085,-6.1075,1
0.101016,0.154208,0.833504,-31.6225,-2.0475,-7.35,1
0.121512,-0.244488,0.703696,-4.3575,-3.0975,-5.915,1
0.226676,-0.450912,1.077748,7.245,-7.0875,-0.7175,1
0.221308,-0.29524,1.89344,4.1475,-14.245,1.575,1
0.203496,-0.283284,1.893684,34.7375,-13.4225,0.49,1
-0.133956,-0.086376,1.757044,18.865,-11.445,5.5125,1
-0.09394,-0.238144,0.650992,31.15,10.8675,6.44,1
-0.160796,0.285236,0.630008,-23.7475,10.99,5.3025,1
-0.03904,0.3721,0.476532,-16.3975,13.3175,-3.6925,1
0.003172,0.329644,0.405284,-29.6975,7.735,-5.81,1
-0.00488,-0.130784,0.358436,-11.445,7.7,-4.9525,1
0.30378,-0.203984,0.53558,-20.58,3.9025,-4.6725,1
0.263764,-0.213744,1.703364,-3.325,-16.2225,-0.455,1
0.311588,-0.457012,1.998116,-13.44,-17.5525,-3.2725,1
0.254248,-0.14762,1.807796,29.05,-16.0825,6.23,1
-0.04148,-0.393328,1.186084,25.06,1.7325,4.34,1
-0.061732,0.222284,0.96136,30.3275,4.7425,6.965,1
-0.02684,0.062464,0.972828,-1.12,5.5475,-0.805,1
-0.183488,0.324276,0.237656,-9.6775,13.7375,-0.0175,1
-0.046848,0.07564,0.311588,-9.73,13.5275,-2.7475,1
