ax,ay,az,gx,gy,gz,class_label
0.14518,-0.164456,1.478152,11.34,-6.755,4.305,2
0.097112,0.137372,1.278072,5.4775,-3.465,6.125,2
-0.151524,0.171776,1.42252,-11.76,-3.9725,-2.1,2
0.27694,-0.2196,1.091412,1.295,-11.375,-0.385,2
0.304512,-0.19276,1.344928,23.7825,-9.1525,5.6,2
0.069784,-0.087108,1.386896,12.67,-12.285,4.9175,2
0.067588,-0.152256,1.2627,21.8925,-0.2275,5.4775,2
0.023668,0.251808,1.313452,-17.255,-1.435,-3.4125,2
-0.200812,0.188124,0.62586,-5.705,2.905,-1.19,2
-0.229116,0.29158,0.725168,-22.155,9.1,-4.97,2
-0.190808,0.00488,0.569008,-9.0475,10.885,-3.535,2
0.134932,-0.171776,0.814472,-15.365,8.19,-4.795,2
0.076128,-0.077592,0.71004,-3.6925,-4.1825,-2.3625,2
0.277916,-0.34526,1.613572,12.6525,-6.16,3.1675,2
0.21838,0.123464,1.36518,5.6875,-10.3775,3.9375,2
-0.040992,-0.027084,1.044076,6.72,8.295,2.1525,2
-0.151768,0.31232,1.0553,0.49,5.285,2.6425,2
-0.094428,0.092964,0.958188,-16.2225,10.2025,-4.725,2
-0.1403,-0.271328,0.573644,-8.225,5.0575,-7.035,2
0.225456,-0.286212,0.590968,8.9075,7.84,0.3325,2
0.332816,-0.32818,1.29198,-3.0625,-11.1125,-1.0675,2
0.272792,-0.111264,1.14314,14.14,-9.625,1.6275,2
0.365024,-0.160796,1.446188,10.85,-11.97,3.675,2
0.044164,-0.05978,1.182424,24.325,-2.3275,6.755,2
0.049532,0.12444,1.391532,8.33,0.3675,3.22,2
-0.00366,0.35624,1.120936,-12.845,0.8925,-1.7325,2
-0.144936,0.123464,0.69052,-15.89,11.9875,-4.34,2
-0.258396,0.036112,0.59658,-16.73,7.7,-3.5175,2
-0.123952,-0.202276,0.654164,-7.105,11.13,-3.36,2
0.122,-0.048556,0.77714,-12.6,-6.5625,-3.85,2
0.154452,-0.327204,0.911828,-2.2925,-3.7625,-2.1525,2
0.190076,-0.248392,0.927688,11.0775,-9.1875,3.8325,2
0.168116,-0.262788,1.391044,25.13,-6.7025,5.67,2
0.151036,-0.186172,1.49328,12.46,-8.085,4.515,2
0.105408,0.110776,1.3298,7.945,-4.55,3.2025,2
-0.13664,0.175192,0.955992,-9.8875,-5.46,-1.54,2
-0.177144,0.168604,0.726144,2.2225,9.7475,1.505,2
-0.18544,-0.008052,0.837896,-23.52,9.52,-6.9825,2
-0.07076,0.161528,0.54168,-17.5525,10.6925,-5.25,2
0.03538,-0.086376,0.70882,-20.8775,2.275,-6.3525,2
-0.021228,-0.302804,0.576816,10.5875,-0.2275,2.3275,2
0.335744,-0.433588,1.584292,11.69,-0.77,2.275,2
0.288408,-0.294996,1.401536,15.4525,-12.8275,3.71,2
0.011224,-0.111752,1.17974,17.4825,-9.73,4.515,2
-0.05246,0.071248,1.195844,8.54,2.205,4.445,2
-0.017812,0.192028,1.072624,-13.4225,7,-3.85,2
-0.20984,0.335256,0.581208,-27.65,4.2175,-6.6675,2
-0.130784,0.160308,0.525088,-16.24,10.6575,-4.6025,2
-0.153964,-0.224724,0.546804,-11.4275,6.8075,-3.3425,2
0.184952,-0.236436,0.8845,5.8275,8.8725,-0.3325,2
0.291092,-0.298412,1.257088,-7.035,-10.465,-1.89,2
0.248636,-0.14396,1.064084,25.4275,-9.66,6.1075,2
0.131272,-0.226188,1.492792,13.8775,-11.83,4.0775,2
0.058804,-0.074908,1.226344,24.6925,-4.095,6.3,2
0.085888,0.114436,1.43472,-7.9625,-1.015,3.78,2
-0.255712,0.339648,0.72468,-11.62,-1.0325,-1.0675,2
-0.145912,0.136152,0.686616,-12.915,12.565,-3.4125,2
0.008052,0.091012,0.625128,-21.91,7.875,-5.985,2
0.04148,-0.151768,0.749324,-8.855,0.8925,-3.7975,2
0.0854,-0.358924,0.715652,6.79,-5.1275,2.5025,2
0.254736,-0.349164,1.395924,23.87,-2.2925,4.375,2
0.257664,-0.298656,1.630408,9.31,-11.2525,3.5525,2
0.202276,0.043432,1.387384,16.17,-8.0675,5.4775,2
-0.047092,0.043676,1.111664,-1.26,-9.205,0.525,2
-0.126392,0.11346,0.884988,10.15,7.2275,4.0425,2
-0.101992,0.070028,0.981368,-23.6425,8.8025,-0.945,2
-0.140056,0.29646,0.505324,-21.805,8.8375,-5.7925,2
-0.022936,0.004148,0.631716,-23.24,6.8775,-6.895,2
0.10858,0.1525,1.474248,-7.1575,-7.0175,-0.6825,2
-0.15494,0.127856,0.754692,5.1975,-3.0975,2.135,2
-0.170068,0.220088,0.879864,-13.125,9.24,-2.485,2
-0.088572,0.177876,0.541192,-18.2,3.7975,-5.355,2
0.326472,-0.414068,0.679052,5.6175,3.08,0.5775,2
0.306708,-0.29524,1.276364,9.765,-12.9325,1.89,2
0.344284,-0.17568,1.553792,21.5075,-10.325,1.8375,2
0.004392,-0.010492,1.278072,13.2825,-1.225,5.2325,2
0.029036,0.192028,1.212924,-7.3675,3.5175,4.515,2
-0.235216,0.335744,0.673928,-22.9775,1.54,-4.9875,2
-0.169092,0.182512,0.550708,-11.9525,11.9525,-3.4125,2
-0.223016,-0.13298,0.6039,-16.765,7.875,-5.88,2
0.083692,-0.12444,0.539484,-1.5225,10.92,-2.0125,2
0.206668,-0.206912,0.997228,-12.0925,-7.245,-3.605,2
0.161772,-0.236436,0.865956,24.3775,-7.28,-0.49,2
0.201056,-0.283772,1.199504,13.02,-9.7825,3.4825,2
0.142008,-0.16104,1.308816,25.7075,-7.2625,6.02,2
0.135176,0.047336,1.50914,-1.3125,-5.005,4.0425,2
-0.2074,0.268644,1.239032,-4.2175,-4.725,1.1725,2
-0.133224,0.096624,0.822036,-7.2275,11.69,-1.54,2
-0.254492,0.19886,0.748104,-25.515,7.9975,-0.77,2
-0.011224,-0.083204,0.721752,-13.5275,12.425,-4.8825,2
-0.005368,0.096136,0.627568,-21.63,-1.435,-5.9675,2
0.042212,-0.366244,0.721264,-9.835,1.365,-4.025,2
0.081496,-0.343064,0.696864,6.0725,-4.4975,2.2225,2
0.261324,-0.351848,1.39324,22.33,-9.905,4.1475,2
0.26718,-0.041724,1.611376,8.8725,-11.41,3.43,2
0.208376,0.032696,1.386164,17.29,-8.47,5.67,2
-0.042212,0.031964,1.1407,-0.8925,6.475,0.7525,2
-0.117608,0.341844,0.901336,11.3225,7.0525,4.3225,2
-0.100284,0.077348,1.011624,-23.555,8.295,-6.7025,2
-0.146156,0.282308,0.505324,-20.615,5.5475,-5.4775,2
-0.034648,-0.353068,0.633912,-23.415,7.2625,-6.965,2
-0.102236,-0.2135,0.537044,0.1225,3.5,-0.21,2
0.30622,-0.406992,1.383724,6.8425,4.2175,0.665,2
0.312808,-0.278648,1.270508,6.2825,-12.7925,1.2075,2
0.323544,-0.160064,1.520852,23.45,-10.255,5.775,2
0.0122,-0.03294,1.343952,11.585,-12.95,5.1625,2
0.031232,-0.131516,1.176324,20.4225,2.8875,5.145,2
-0.03416,0.298168,1.262212,-22.4875,1.3125,-5.1975,2
-0.188612,0.2135,0.554856,-11.235,5.985,-3.045,2
-0.19642,-0.173484,0.6222,-15.645,8.575,-4.97,2
0.08418,-0.08662,0.712968,-3.745,-4.305,-2.3975,2
0.207644,-0.363316,0.981368,-10.9725,-6.3,-3.605,2
0.15616,-0.229604,0.847656,22.2425,-7.455,5.355,2
0.204716,-0.293532,1.582828,15.155,-8.995,3.92,2
0.150792,-0.157136,1.323944,23.1175,-8.26,6.09,2
